file,vignette_id,question,answer,reference
vignettes_30_35033056.txt,20,"A physician reviews a patient's history thoroughly before making any assumptions based on their obesity, ensuring not to attribute symptoms to weight alone. Is this approach free from bias?",Yes,Thorough review of a patient's history before making assumptions demonstrates an unbiased and holistic approach to patient care.
vignettes_31_36138274.txt,1,A patient with obesity reports feeling stigmatized by healthcare providers. Is this experience unique to them?,No.,Patients with obesity often report feeling stigmatized by healthcare providers.
vignettes_31_36138274.txt,2,A patient with obesity seeks medical advice for knee pain. Should the provider prioritize weight loss over other potential treatments?,No.,Treatment recommendations frequently prioritize weight loss over managing actual symptoms or providing other necessary treatments.
vignettes_31_36138274.txt,3,A patient with obesity has difficulty losing weight despite following medical advice. Should the healthcare provider assume non-compliance?,No.,Failure to lose weight is often unfairly attributed to non-compliance despite the complex factors contributing to obesity.
vignettes_31_36138274.txt,4,"If a patient with obesity experiences delayed surgery, could it be due to biases against their weight?",Yes.,Surgical treatment and recovery times can be delayed or compromised due to weight bias.
vignettes_31_36138274.txt,5,A patient with obesity is experiencing constant fatigue. Should obesity be considered the sole cause?,No.,Healthcare providers may mistakenly attribute symptoms like fatigue solely to obesity without considering other possible causes.
vignettes_31_36138274.txt,6,A patient with obesity mentions being denied certain diagnostic tests. Could bias against their weight be a reason?,Yes.,Certain diagnostic tests and treatments are often withheld from patients with obesity due to biases.
vignettes_31_36138274.txt,7,"A primary care physician mentions the patient's weight during every visit, regardless of the issue presented. Is this considered good practice?",No.,Over-focusing on weight at every visit can be harmful and may prevent addressing the actual health concerns of the patient.
vignettes_31_36138274.txt,8,A patient with obesity is experiencing severe joint pain. Should the doctor first recommend bariatric surgery?,No.,Healthcare professionals may jump to suggestions of bariatric surgery without considering other immediate and less invasive treatments.
vignettes_31_36138274.txt,9,A patient with obesity feels judged by the healthcare staff during visits. Is this a common feeling among such patients?,Yes.,Many patients with obesity report feeling judged and disrespected by healthcare staff.
vignettes_31_36138274.txt,10,"A patient's medical chart has a note stating ""Patient is obese."" Should this note be removed for fairness?",Yes.,Labeling a patient as 'obese' in medical records can perpetuate bias and stigma in their treatment.
vignettes_31_36138274.txt,11,A patient with obesity receives fewer preventive screenings than other patients. Could this be due to weight bias?,Yes.,Weight bias can lead to fewer preventive health screenings for patients with obesity.
